,Time,X,Y,Z,A,B,C,LineNumber,ProgTime,X_Norm,Y_Norm,Distance,X_Trans,Y_Trans
6354,25.416,716.59878262683,-376.00384320543486,8.910254046672508,-0.000665218725396,-0.000766797752228,0.00101050407964,3,18.66,0.10330085645334583,0.9996232990666606,1.858,0.5806166013633791,0.8907484446396586
6355,25.42,716.566699112632,-376.0037952265568,8.911498221552224,-0.00074861955182,-0.000862890573157,0.000987219568617,3,18.664,0.10250030699064856,0.9996237428326753,1.858,0.580379048348411,0.8907408497453437
6356,25.424,716.5339260905012,-376.0034236076602,8.912257452360242,-0.000755380011265,-0.000870638751591,0.000934020956811,3,18.668,0.1016825528912718,0.9996271800084372,1.859,0.5801363357269601,0.8907352451521319
6357,25.428,716.501832214702,-376.0040828669761,8.913627827395722,-0.000857084828716,-0.000997042146004,0.00101752777951,3,18.672,0.10088174488537939,0.9996210823902535,1.792,0.5798988474955398,0.8907229273911776
6358,25.432,716.4692247003634,-376.0036486798178,8.914408605468422,-0.000880294696584,-0.001023740565354,0.001049175583147,3,18.676,0.10006812054477479,0.999625098272089,1.791,0.5796573593767728,0.8907177815733878
6359,25.436,716.4363656072073,-376.00367297831536,8.915459206177145,-0.000915517203731,-0.001055048940865,0.001074097396181,3,18.68,0.09924821879684133,0.9996248735305387,1.79,0.5794140990521275,0.8907095136112759
6360,25.44,716.4038539903926,-376.0028608708242,8.916258930521458,-0.000934160726336,-0.001085709794988,0.001159311523565,3,18.684,0.09843698729608225,0.9996323848713509,1.789,0.5791732617094459,0.8907069141455809
6361,25.444,716.3705709698409,-376.0028217539444,8.916930632561371,-0.000972282213683,-0.001101895316967,0.001213687412914,3,18.688,0.09760650769041368,0.9996327466710128,1.787,0.5789268622548651,0.8906989651815715
6362,25.448,716.3379011925891,-376.0027553834013,8.91761359437421,-0.000957765322233,-0.00110356786352,0.001175426365006,3,18.692,0.09679132976246295,0.9996333605451297,1.786,0.5786850030169852,0.8906913495652766
6363,25.452,716.3042289134942,-376.0019405713638,8.91795211036168,-0.000927494950711,-0.001068634802415,0.001265199303824,3,18.696,0.09595113735801196,0.999640896900819,1.783,0.5784355895670558,0.8906884821488711
6364,25.456,716.271495946686,-376.0015737526739,8.918525814138205,-0.000961773509009,-0.001117300380607,0.001359246883266,3,18.7,0.09513438272106385,0.9996442896785313,1.781,0.578193217930663,0.8906828564886438
6365,25.46,716.238205713056,-376.0019816572439,8.919246627174317,-0.001015244843844,-0.001151165240293,0.001403083216684,3,18.704,0.09430372313430413,0.9996405168894886,1.78,0.5779468701747486,0.8906719229014008
6366,25.464,716.2054297024486,-376.0023130961431,8.91964265217878,-0.001059492967189,-0.001220529951812,0.001381745430119,3,18.708,0.09348589446630916,0.9996374513463712,1.779,0.5777043201639687,0.8906616267293387
6367,25.468,716.1727793405262,-376.0022502097467,8.920041881238594,-0.001119503320926,-0.001289595690918,0.001375386109652,3,18.712,0.0926712009906345,0.9996380329949347,1.779,0.5774626326176676,0.8906539934963528
6368,25.472,716.1395467728306,-376.0017375267325,8.92022506705545,-0.0011322014703,-0.00131338079078,0.001453251325173,3,18.716,0.0918419802871747,0.9996427749002739,1.777,0.5772165578852843,0.8906492187410099
6369,25.476,716.1062569568686,-376.0019990481085,8.919972717761471,-0.001155252463309,-0.00133986222745,0.001516300269074,3,18.72,0.09101133112208631,0.9996403560379853,1.776,0.5769702083724589,0.8906392630698177
6370,25.48,716.0728236818643,-376.0017476849616,8.920108620099574,-0.001190173598832,-0.001380013564661,0.001644821062049,3,18.724,0.09017710235974657,0.9996426809448289,1.774,0.5767227077202642,0.8906326951081202
6371,25.484,716.039049298201,-376.0013590352697,8.920111168681755,-0.001195696538042,-0.001367858133945,0.001810889866301,3,18.728,0.08933436223696245,0.9996462756417428,1.772,0.5764726627057648,0.8906269593785274
6372,25.488,716.0061856416544,-376.0014543664444,8.92035123046033,-0.001232477646107,-0.001419367958868,0.00187257185684,3,18.732,0.08851434662307743,0.9996453939050869,1.77,0.5762294533797485,0.8906182184859026
6373,25.492,715.9721440246661,-376.0013162746105,8.920466340023651,-0.001188995339814,-0.001378440640901,0.001934998630532,3,18.736,0.08766493848090513,0.9996466711434321,1.768,0.5759774884080471,0.8906107450498509
6374,25.496,715.9385764224431,-376.00133910449387,8.920482436327115,-0.001173596630663,-0.001332974863387,0.002000663459491,3,18.74,0.086827357979037,0.9996464599853813,1.766,0.5757290671268508,0.8906023147789602
6375,25.5,715.9043992698788,-376.0007699902376,8.9206130581557,-0.001066152806388,-0.001227627605085,0.001872656132219,3,18.744,0.08597456794634187,0.9996517238343008,1.764,0.5754760309767247,0.8905976846482544
6376,25.504,715.8703263891941,-375.9996954705484,8.9199226766783,-0.000985030751781,-0.001134160927936,0.001926873211684,3,18.748,0.08512437971084116,0.9996616622767884,1.762,0.5752236788098646,0.8905964530538428
6377,25.508,715.8367490998559,-375.9999588251397,8.920245446361378,-0.000935531273357,-0.001104766258317,0.001839438266783,3,18.752,0.08428655749558486,0.9996592264587333,1.761,0.5749752476883172,0.8905864157801322
6378,25.512,715.8021941763409,-375.99847575741813,8.919440309752598,-0.000782047400197,-0.00090957042068,0.001821341509756,3,18.756,0.0834243413030963,0.9996729436417724,1.758,0.5747192644450217,0.8905877917760086
6379,25.516,715.7689741196324,-375.99852086299455,8.919825642582476,-0.000755017704107,-0.000869188097825,0.001767061472249,3,18.76,0.082595432774416,0.9996725264514859,1.756,0.5744734479524816,0.890579299309453
6380,25.52,715.7349220180134,-375.9979064407586,8.919283351160065,-0.000632496489906,-0.000755752856436,0.001690166899296,3,18.764,0.08174576301921008,0.9996782093627593,1.754,0.5742213581026707,0.8905750028899557
6381,25.524,715.7013639071739,-375.9974544089584,8.918798114120662,-0.00057865899265,-0.000693741206833,0.001645802906444,3,18.768,0.08090841934682073,0.9996823902931731,1.752,0.5739729594597945,0.890569744758892
6382,25.528,715.6677116976881,-375.99788166795906,8.918134152422994,-0.000617171890606,-0.000691953911371,0.001642347850153,3,18.772,0.08006872772026839,0.9996784384912208,1.751,0.5737240330614178,0.8905585961943657
6383,25.532,715.6341754317442,-375.9971139673223,8.917430665850715,-0.00057796859999,-0.000646796651712,0.001586700671109,3,18.776,0.07923192912281533,0.9996855391043623,1.749,0.5734757490253873,0.8905554501369917
6384,25.536,715.6006006423354,-375.99672553126857,8.91665802611284,-0.000533850509345,-0.000632845692978,0.001533452139245,3,18.78,0.07839416928592464,0.9996891318252954,1.747,0.5732272558738267,0.8905497639459459
6385,25.54,715.5672884703672,-375.99717443312454,8.91572015004538,-0.000544596538947,-0.000626750772988,0.001453074469763,3,18.784,0.07756296229264362,0.999684979844347,1.746,0.5729808665179997,0.8905385554175789
6386,25.544,715.5331194560583,-375.9964353088735,8.91437003493242,-0.000500717107821,-0.000557795140168,0.001514925676371,3,18.788,0.07671037532610855,0.9996918161489153,1.745,0.5727279233641656,0.890535063021173
6387,25.548,715.4997781493857,-375.9962947150668,8.913447123997138,-0.000503247821187,-0.000579104169129,0.001534782942867,3,18.792,0.07587844136221569,0.9996931165284951,1.745,0.572481220690501,0.8905277811109773
6388,25.552,715.4657219616548,-375.995268629252,8.912424337432013,-0.00044112673706,-0.000507593290913,0.001630197669525,3,18.796,0.07502866965013799,0.9997026069966183,1.744,0.5722290708053365,0.8905262314483935
6389,25.556,715.4319568491943,-375.9950113360275,8.911007392416522,-0.000413354381189,-0.000484822979334,0.001681338339881,3,18.8,0.0741861608628725,0.9997049867519077,1.74,0.5719792225423174,0.8905196239776826
6390,25.56,715.3987876718244,-375.9948103332032,8.90997924820043,-0.000407187089547,-0.000486912961614,0.00174301908946,3,18.804,0.07335852187801169,0.9997068458662911,1.739,0.571733799161043,0.89051278799139
6391,25.564,715.3646853870409,-375.99390209270007,8.908267556019574,-0.000362420954461,-0.000426173952142,0.001801052859345,3,18.808,0.07250759994995709,0.9997152463601079,1.737,0.5714813474927822,0.8905104409135166
6392,25.568,715.3304590182942,-375.9937623496831,8.906903798592165,-0.000315250789578,-0.000344255877007,0.001842450170539,3,18.812,0.07165358187259793,0.9997165388705674,1.736,0.5712281260809328,0.8905029358449598
6393,25.572,715.2975161371056,-375.99305875278225,8.905800269506575,-0.000278070188616,-0.000329094347355,0.001822187797477,3,18.816,0.07083158944145618,0.9997230465757345,1.737,0.5709843006925511,0.8904995093666949
